title,description,features,url,scraped_at,price
"Nowe, wykończone 2 pokoje z ogródkiem w Ursusie",,[],https://www.otodom.pl/pl/oferta/nowe-wykonczone-2-pokoje-z-ogrodkiem-w-ursusie-ID4v4h9,2025-07-26T20:07:50.401087,780000.0
Wykończone 3 pokoje z garażem na Mokotowie,,[],https://www.otodom.pl/pl/oferta/wykonczone-3-pokoje-z-garazem-na-mokotowie-ID4x0TD,2025-07-26T20:07:51.840231,1470000.0
Ustawne 3 pokoje z potencjałem w Ursusie!,,[],https://www.otodom.pl/pl/oferta/ustawne-3-pokoje-z-potencjalem-w-ursusie-ID4xdtB,2025-07-26T20:07:53.239318,599000.0
"34,36m2 PRZY AL.PRYMASA TYSIĄCLECIA Warszawa Wola BEZPOŚREDNIO+garaż",,[],https://www.otodom.pl/pl/oferta/34-36m2-przy-al-prymasa-tysiaclecia-warszawa-wola-bezposrednio-garaz-ID4vL09,2025-07-26T20:07:54.594131,740000.0
Bielany Reymonta ⭐️52m2 3 pok + balkon + piwnica,,[],https://www.otodom.pl/pl/oferta/bielany-reymonta-52m2-3-pok-balkon-piwnica-ID4xqZF,2025-07-26T20:07:55.898715,710000.0
Nowy Segment Parter!- Wawer |75 m²| Ogród 114m²|0 zł czynsz|2 miejsca|,,[],https://www.otodom.pl/pl/oferta/nowy-segment-parter-wawer-75-m-ogrod-114m-0-zl-czynsz-2-miejsca-ID4vhar,2025-07-26T20:07:57.213632,1219000.0
,,[],https://www.otodom.pl/pl/oferta/splot-wola-ID4uon1,2025-07-26T20:07:59.001064,
Na sprzedaż 95 m2 3 pokoje Wilanów!,,[],https://www.otodom.pl/pl/oferta/na-sprzedaz-95-m2-3-pokoje-wilanow-ID4xf8q,2025-07-26T20:08:00.322925,2250000.0
3 pokojowe mieszkanie na Osiedlu Wilno,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-osiedlu-wilno-ID4x9xn,2025-07-26T20:08:01.648824,980000.0
Luksusowy nowoczesny 2-pokojowy apartament,,[],https://www.otodom.pl/pl/oferta/luksusowy-nowoczesny-2-pokojowy-apartament-ID4jGt0,2025-07-26T20:08:02.996473,1990000.0
"Przestronne, ciche mieszkanie 4-pokojowe  z garażem, Ochota",,[],https://www.otodom.pl/pl/oferta/przestronne-ciche-mieszkanie-4-pokojowe-z-garazem-ochota-ID4x6Xp,2025-07-26T20:08:04.320795,1818000.0
3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-loggia-bezposrednio-ID4uo5u,2025-07-26T20:08:05.743555,
4-pokojowe mieszkanie 92m2 + 2 balkony,,[],https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-92m2-2-balkony-ID4uEDx,2025-07-26T20:08:07.164804,
2-pokojowe mieszkanie 44m2 + ogródek Bez Prowizji,,[],https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-ogrodek-bez-prowizji-ID4umD5,2025-07-26T20:08:09.021688,756100.0
4-pokojowe mieszkanie 122m2 + taras,,[],https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-122m2-taras-ID4uoaw,2025-07-26T20:08:10.463549,
2-pokojowe mieszkanie 46m2 Bezpośrednio,,[],https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-bezposrednio-ID4u9vr,2025-07-26T20:08:12.100520,
2-pokojowe mieszkanie 35m2 + loggia Bezpośrednio,,[],https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ucWn,2025-07-26T20:08:13.503757,
3-pokojowe mieszkanie 57m2 + balkon Bezpośrednio,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-bezposrednio-ID4uw20,2025-07-26T20:08:15.003132,702782.0
4-pokojowe mieszkanie 93m2 + balkon Bezpośrednio,,[],https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-93m2-balkon-bezposrednio-ID4vIyb,2025-07-26T20:08:16.426459,1733541.0
,,[],https://www.otodom.pl/pl/oferta/metro-art-ID4umt4,2025-07-26T20:08:18.178918,
Mega widok /Port Praski/3 pokoje/garaż,,[],https://www.otodom.pl/hpr/pl/oferta/mega-widok-port-praski-3-pokoje-garaz-ID4xf4D,2025-07-26T20:08:19.557478,1840000.0
Super 3 pok./48m2/ Extra lokalizacja/ Centrum,,[],https://www.otodom.pl/pl/oferta/super-3-pok-48m2-extra-lokalizacja-centrum-ID4u3eQ,2025-07-26T20:08:22.273611,830000.0
3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-bez-prowizji-ID4ulSu,2025-07-26T20:08:24.239526,974937.0
Mieszkanie z tarasem Wawer wysoki standard kameralna inwestycja,,[],https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-wawer-wysoki-standard-kameralna-inwestycja-ID4vVTU,2025-07-26T20:08:26.062808,1399000.0
,,[],https://www.otodom.pl/pl/oferta/zelazna-54-ID4uomP,2025-07-26T20:08:27.943519,
,,[],https://www.otodom.pl/pl/oferta/vista-wawer-ID4ui3m,2025-07-26T20:08:29.977646,
3-pokojowe mieszkanie 55m2 + balkon,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-ID4ulUt,2025-07-26T20:08:31.628582,971838.0
3-pokojowe mieszkanie 60m2 + ogródek,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-ogrodek-ID4uols,2025-07-26T20:08:33.036415,1460000.0
Słoneczne mieszkanie blisko centrum,,[],https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-blisko-centrum-ID4vxKl,2025-07-26T20:08:34.398751,993000.0
Na sprzedaż dwustronne 3-pokojowe mieszkanie – Sady Żoliborskie,,[],https://www.otodom.pl/pl/oferta/na-sprzedaz-dwustronne-3-pokojowe-mieszkanie-sady-zoliborskie-ID4xkUa,2025-07-26T20:08:35.732527,1619000.0
3-pokojowe mieszkanie 57m2 + 2 loggie Bez Prowizji,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-2-loggie-bez-prowizji-ID4usT0,2025-07-26T20:08:37.205546,1574000.0
"Mieszkanie 64,8 m2, 3 pokoje, Warszawa Gocław",,[],https://www.otodom.pl/pl/oferta/mieszkanie-64-8-m2-3-pokoje-warszawa-goclaw-ID4xqZ0,2025-07-26T20:08:38.562099,900000.0
1-pokojowe mieszkanie 29m2 + balkon,,[],https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4uodi,2025-07-26T20:08:39.961310,750000.0
2-pokojowe mieszkanie 45m2 + balkon,,[],https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-balkon-ID4umhU,2025-07-26T20:08:41.551236,842800.0
3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-bez-prowizji-ID4unGq,2025-07-26T20:08:42.945385,1004700.0
,,[],https://www.otodom.pl/pl/oferta/miasteczko-nova-sfera-ID4umsV,2025-07-26T20:08:44.788728,
,,[],https://www.otodom.pl/pl/oferta/jasminowy-mokotow-vi-ID4um09,2025-07-26T20:08:46.694371,
Bez prowizji z ogrodem 4 pokojowe nowe mieszkanie!,,[],https://www.otodom.pl/pl/oferta/bez-prowizji-z-ogrodem-4-pokojowe-nowe-mieszkanie-ID4xqYX,2025-07-26T20:08:48.005060,735000.0
"Trzy pokoje, Muranów, Jana Pawła II,  BEZPOŚREDNIO",,[],https://www.otodom.pl/pl/oferta/trzy-pokoje-muranow-jana-pawla-ii-bezposrednio-ID4vlUP,2025-07-26T20:08:49.356297,820000.0
Metro 4min! Nowoczesny PRL z loftowym sznytem,,[],https://www.otodom.pl/pl/oferta/metro-4min-nowoczesny-prl-z-loftowym-sznytem-ID4xiYr,2025-07-26T20:08:50.839653,767000.0
"Mieszkanie, 57,40 m², Warszawa",,[],https://www.otodom.pl/pl/oferta/mieszkanie-57-40-m-warszawa-ID4r8KY,2025-07-26T20:08:52.152285,746200.0
,,[],https://www.otodom.pl/pl/oferta/chmielna-duo-zapytaj-o-cene-promocyjna-ID4v7jj,2025-07-26T20:08:54.049225,
3-pokojowe mieszkanie 72m2 + ogródek Bez Prowizji,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-72m2-ogrodek-bez-prowizji-ID4ulPA,2025-07-26T20:08:55.502947,1269000.0
1-pokojowe mieszkanie 25m2 Bez Prowizji,,[],https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-bez-prowizji-ID4ulSH,2025-07-26T20:08:56.868456,389000.0
"Piękne 2 pokoje, po remoncie, cegła, piwnica",,[],https://www.otodom.pl/pl/oferta/piekne-2-pokoje-po-remoncie-cegla-piwnica-ID4vBVA,2025-07-26T20:08:58.295534,639000.0
Dwustronne i ciche! Pięke zielone patio!,,[],https://www.otodom.pl/pl/oferta/dwustronne-i-ciche-pieke-zielone-patio-ID4xkK8,2025-07-26T20:08:59.623804,1420000.0
Lokal w kamienicy Wilcza Warszawa Śródmieście,,[],https://www.otodom.pl/pl/oferta/lokal-w-kamienicy-wilcza-warszawa-srodmiescie-ID4rcH0,2025-07-26T20:09:00.956809,1650000.0
Funkcjonalne 2-pokojowe mieszkanie w sercu Warszawy,,[],https://www.otodom.pl/pl/oferta/funkcjonalne-2-pokojowe-mieszkanie-w-sercu-warszawy-ID4vSSY,2025-07-26T20:09:02.314497,760000.0
Do wprowadzenia | 3 pok. | idealny stan | ogródek | 17 min. do centrum,,[],https://www.otodom.pl/pl/oferta/do-wprowadzenia-3-pok-idealny-stan-ogrodek-17-min-do-centrum-ID4xePG,2025-07-26T20:09:03.653292,995000.0
Metro 4min! Nowoczesny PRL z loftowym sznytem,,[],https://www.otodom.pl/pl/oferta/metro-4min-nowoczesny-prl-z-loftowym-sznytem-ID4xiYr,2025-07-26T20:09:07.139530,767000.0
2-pokojowe mieszkanie 38m2 + ogródek Bez Prowizji,,[],https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-ogrodek-bez-prowizji-ID4ug3B,2025-07-26T20:09:08.689591,
Przytulne mieszkanie w sercu Pragi wraz z działką,,[],https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-w-sercu-pragi-wraz-z-dzialka-ID4uLeJ,2025-07-26T20:09:10.597792,519000.0
Do wprowadzenia | 3 pok. | idealny stan | ogródek | 17 min. do centrum,,[],https://www.otodom.pl/pl/oferta/do-wprowadzenia-3-pok-idealny-stan-ogrodek-17-min-do-centrum-ID4xePG,2025-07-26T20:09:11.952386,995000.0
3 pokojowe mieszkanie na warszawskim Bródnie,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-warszawskim-brodnie-ID4xqYv,2025-07-26T20:09:13.294941,620000.0
100m do Metro Młynów; Mieszkanie 41m2; Warszawa Wola,,[],https://www.otodom.pl/pl/oferta/100m-do-metro-mlynow-mieszkanie-41m2-warszawa-wola-ID4v6Hn,2025-07-26T20:09:14.582905,799900.0
"Mieszkanie inwestycyjne do remontu, ul. Mineralna",,[],https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-do-remontu-ul-mineralna-ID4wgPr,2025-07-26T20:09:15.964396,414000.0
"Mieszkanie, 55,15 m², Warszawa",,[],https://www.otodom.pl/pl/oferta/mieszkanie-55-15-m-warszawa-ID4x9wC,2025-07-26T20:09:17.319188,895000.0
Apartament inwestycyjny| Gotowy,,[],https://www.otodom.pl/pl/oferta/apartament-inwestycyjny-gotowy-ID4vwCR,2025-07-26T20:09:18.595395,750620.0
Apartament inwestycyjny| Centrum,,[],https://www.otodom.pl/pl/oferta/apartament-inwestycyjny-centrum-ID4vwCQ,2025-07-26T20:09:19.976454,856440.0
,,[],https://www.otodom.pl/pl/oferta/stilla-ID4um06,2025-07-26T20:09:21.764556,
3 pokojowe w dobrej lokalizacji,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-w-dobrej-lokalizacji-ID4vAZe,2025-07-26T20:09:23.279609,699000.0
3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio,,[],https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-loggia-bezposrednio-ID4uo5p,2025-07-26T20:09:24.654461,
"Wyjątkowe mieszkanie w kamienicy, wysokość 3.7m",,[],https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-w-kamienicy-wysokosc-3-7m-ID4vZEb,2025-07-26T20:09:26.595009,1490000.0
Przestronny apartament w Miasteczku Wilanów,,[],https://www.otodom.pl/pl/oferta/przestronny-apartament-w-miasteczku-wilanow-ID4x7Py,2025-07-26T20:09:27.920077,2700000.0
Elegancki apartament w Miasteczku Wilanów,,[],https://www.otodom.pl/pl/oferta/elegancki-apartament-w-miasteczku-wilanow-ID4xbzu,2025-07-26T20:09:29.757686,2690000.0
2-pokojowe | Balkon | Garaż | Marina-Mokotów,,[],https://www.otodom.pl/pl/oferta/2-pokojowe-balkon-garaz-marina-mokotow-ID4xiog,2025-07-26T20:09:31.096612,1070000.0
Al. Solidarności 82a | 3 pokoje | Odświeżone,,[],https://www.otodom.pl/pl/oferta/al-solidarnosci-82a-3-pokoje-odswiezone-ID4xhaU,2025-07-26T20:09:32.480714,1085000.0
Rezydencja Ksawerów | 157m2 | Butikowa Inwestycja,,[],https://www.otodom.pl/pl/oferta/rezydencja-ksawerow-157m2-butikowa-inwestycja-ID4x83N,2025-07-26T20:09:33.856418,5250000.0
Apartament z Widokiem na Panoramę Warszawy!,,[],https://www.otodom.pl/pl/oferta/apartament-z-widokiem-na-panorame-warszawy-ID4wlGU,2025-07-26T20:09:35.446444,2490000.0
4-pokojowe mieszkanie 104m2 - Ursynów,,[],https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-104m2-ursynow-ID4xp7W,2025-07-26T20:09:36.820153,2080000.0
2 pokoje /ul. Obrzeżna 5B / Mokotów,,[],https://www.otodom.pl/pl/oferta/2-pokoje-ul-obrzezna-5b-mokotow-ID4xqYc,2025-07-26T20:09:38.197618,890000.0
Przytulne mieszkanie na Bemowie,,[],https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-bemowie-ID4xqYa,2025-07-26T20:09:39.550777,991800.0
Klimatyczne Mieszkanie W Odnowionej Kamienicy,,[],https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-odnowionej-kamienicy-ID4xi1q,2025-07-26T20:09:40.843174,799000.0
,,[],https://www.otodom.pl/pl/oferta/piastova-osada-ID4x4N2,2025-07-26T20:09:42.655177,
Bez Prowizji Nowe Mieszkanie Apartamenty Ostródzka,,[],https://www.otodom.pl/pl/oferta/bez-prowizji-nowe-mieszkanie-apartamenty-ostrodzka-ID4xqY9,2025-07-26T20:09:44.255159,749000.0
Przestronne 2 pokoje z balkonem na Ursynowie,,[],https://www.otodom.pl/pl/oferta/przestronne-2-pokoje-z-balkonem-na-ursynowie-ID4xijR,2025-07-26T20:09:45.853608,949000.0
Nowoczesne 2-pokojowe z ogrodem zimowym - Browary,,[],https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-z-ogrodem-zimowym-browary-ID4xa5j,2025-07-26T20:09:47.287647,1700000.0
Gotowe mieszkanie po remoncie na Górnym Mokotowie,,[],https://www.otodom.pl/pl/oferta/gotowe-mieszkanie-po-remoncie-na-gornym-mokotowie-ID4wVny,2025-07-26T20:09:48.747491,1360000.0
Przestronny apartament z loggią na Mokotowie,,[],https://www.otodom.pl/pl/oferta/przestronny-apartament-z-loggia-na-mokotowie-ID4vMZe,2025-07-26T20:09:50.085297,1990000.0
Piwnica | Parking | Po remoncie | Ogródek | Ciche,,[],https://www.otodom.pl/pl/oferta/piwnica-parking-po-remoncie-ogrodek-ciche-ID4x500,2025-07-26T20:09:51.420373,999000.0
Po remoncie | 2 miejsca postojowe | 2 sypialnie,,[],https://www.otodom.pl/pl/oferta/po-remoncie-2-miejsca-postojowe-2-sypialnie-ID4wPNn,2025-07-26T20:09:52.769652,1130000.0
Eleganckie mieszkanie w sercu Warszawy,,[],https://www.otodom.pl/pl/oferta/eleganckie-mieszkanie-w-sercu-warszawy-ID4tbD5,2025-07-26T20:09:54.055753,2520000.0
2 Balkony | Miejsce Postojowe | Komórka,,[],https://www.otodom.pl/pl/oferta/2-balkony-miejsce-postojowe-komorka-ID4uWTh,2025-07-26T20:09:55.393645,1249000.0
Do wprowadzenia | 3 pok. | idealny stan | ogródek | 17 min. do centrum,,[],https://www.otodom.pl/hpr/pl/oferta/do-wprowadzenia-3-pok-idealny-stan-ogrodek-17-min-do-centrum-ID4xePG,2025-07-26T20:09:56.789240,995000.0
